Hotel Name,Checkin Date,Discount Code,Discount Price
Hilton Garden Inn New York West 35th Street,2015-08-19,4,958
Hilton Garden Inn New York West 35th Street,2015-08-19,2,1000
Hilton Garden Inn New York West 35th Street,2015-08-19,3,1000
Hilton Garden Inn New York West 35th Street,2015-08-19,1,1258
Hilton Garden Inn New York-Times Square Central,2015-08-19,1,968
Hilton Garden Inn New York-Times Square Central,2015-08-19,2,989
Hilton Garden Inn New York-Times Square Central,2015-08-19,3,1142
Hilton Garden Inn New York-Times Square Central,2015-08-19,4,1195
Hilton Garden Inn Times Square,2015-08-19,1,1020
Hilton Garden Inn Times Square,2015-08-19,4,1061
Hilton Garden Inn Times Square,2015-08-19,3,1068
Hilton Garden Inn Times Square,2015-08-19,2,1140
Hilton Manhattan East,2015-08-19,3,918
Hilton Manhattan East,2015-08-19,2,949
Hilton Manhattan East,2015-08-19,4,963
Hilton Newark Airport,2015-08-19,1,544
Hilton Newark Airport,2015-08-19,3,637
Hilton Newark Airport,2015-08-19,2,670
Hilton Times Square,2015-08-19,2,1409
Hilton Times Square,2015-08-19,1,1467
Hilton Times Square,2015-08-19,3,1585
Hotel 48LEX New York,2015-08-19,1,1136
Hyatt Herald Square New York,2015-08-19,2,1055
Hyatt Herald Square New York,2015-08-19,1,1075
Hyatt Herald Square New York,2015-08-19,4,1487
Hyatt Times Square New York,2015-08-19,3,1295
Hyatt Union Square New York,2015-08-19,1,1349
Hyatt Union Square New York,2015-08-19,3,1529
Langham Place New York Fifth Avenue,2015-08-19,1,2054
Langham Place New York Fifth Avenue,2015-08-19,3,2073
Langham Place New York Fifth Avenue,2015-08-19,2,2093
Langham Place New York Fifth Avenue,2015-08-19,4,2133
Loews Regency New York Hotel,2015-08-19,2,1675
Loews Regency New York Hotel,2015-08-19,1,1715
Loews Regency New York Hotel,2015-08-19,3,1715
Magnuson Convention Center Hotel,2015-08-19,4,898
Magnuson Convention Center Hotel,2015-08-19,1,911
Magnuson Convention Center Hotel,2015-08-19,3,918
Magnuson Convention Center Hotel,2015-08-19,2,935
Martha Washington,2015-08-19,2,1119
Martha Washington,2015-08-19,3,1157
Martha Washington,2015-08-19,1,1237
McCarren Hotel & Pool,2015-08-19,1,1896
McCarren Hotel & Pool,2015-08-19,2,3150
Millenium Hilton,2015-08-19,3,1115
Millenium Hilton,2015-08-19,2,1195
Millenium Hilton,2015-08-19,4,1365
NOMO SOHO,2015-08-19,1,1328
NOMO SOHO,2015-08-19,3,1485
New York Hilton Midtown,2015-08-19,2,1175
New York Hilton Midtown,2015-08-19,4,1215
New York Hilton Midtown,2015-08-19,3,1410
New York Marriott East Side,2015-08-19,1,1205
New York Marriott East Side,2015-08-19,2,1285
New York Marriott at the Brooklyn Bridge,2015-08-19,3,1426
Newark Liberty International Airport Marriott,2015-08-19,1,753
Newark Liberty International Airport Marriott,2015-08-19,2,836
Newark Liberty International Airport Marriott,2015-08-19,3,961
Omni Berkshire Place,2015-08-19,1,1170
Omni Berkshire Place,2015-08-19,2,1178
Omni Berkshire Place,2015-08-19,3,1306
Omni Berkshire Place,2015-08-19,4,1393
Park Hyatt New York,2015-08-19,3,3455
Park Hyatt New York,2015-08-19,4,3678
Park Hyatt New York,2015-08-19,1,3925
Quality Inn Convention Center,2015-08-19,1,886
Quality Inn Convention Center,2015-08-19,2,911
Quality Inn Woodside,2015-08-19,3,568
Quality Inn Woodside,2015-08-19,2,607
Renaissance Newark Airport Hotel,2015-08-19,4,1185
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-19,1,885
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-19,2,925
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-19,3,975
Residence Inn by Marriott New York Manhattan Midtown East,2015-08-19,1,1080
SIXTY Lower East Side,2015-08-19,2,1335
Shelburne NYC-an Affinia hotel,2015-08-19,1,1019
Sheraton New York Times Square Hotel,2015-08-19,1,1174
Sheraton New York Times Square Hotel,2015-08-19,2,1215
Smyth A Thompson Hotel,2015-08-19,1,1482
Smyth A Thompson Hotel,2015-08-19,2,1545
Smyth A Thompson Hotel,2015-08-19,3,1585
Smyth A Thompson Hotel,2015-08-19,4,1772
The New York EDITION,2015-08-19,3,1900
The New York EDITION,2015-08-19,2,1950
The Peninsula New York,2015-08-19,1,3165
The Peninsula New York,2015-08-19,2,4240
The Peninsula New York,2015-08-19,3,4270
The Plaza Hotel,2015-08-19,3,2944
The Plaza Hotel,2015-08-19,2,3131
The Plaza Hotel,2015-08-19,1,3219
The Roosevelt Hotel New York City,2015-08-19,2,875
The Roosevelt Hotel New York City,2015-08-19,3,915
The Roosevelt Hotel New York City,2015-08-19,4,935
The Roosevelt Hotel New York City,2015-08-19,1,1075
The Standard East Village,2015-08-19,2,1365
The Standard East Village,2015-08-19,3,1453
The Standard East Village,2015-08-19,4,1526
The Standard East Village,2015-08-19,1,1538
The Towers of the Waldorf Astoria New York,2015-08-19,3,2175
The Towers of the Waldorf Astoria New York,2015-08-19,4,2365
The Westin New York Grand Central,2015-08-19,1,1198
The Westin New York Grand Central,2015-08-19,2,1200
The Westin New York Grand Central,2015-08-19,3,1245
Viceroy New York,2015-08-19,1,1345
Viceroy New York,2015-08-19,2,1390
Viceroy New York,2015-08-19,3,1435
Viceroy New York,2015-08-19,4,1462
W New York,2015-08-19,2,1172
W New York,2015-08-19,3,1216
W New York - Union Square,2015-08-19,2,1577
W New York Times Square,2015-08-19,2,1328
W New York Times Square,2015-08-19,3,1382
W New York Times Square,2015-08-19,1,1461
W New York Times Square,2015-08-19,4,1683
Waldorf Astoria New York,2015-08-19,1,1288
Waldorf Astoria New York,2015-08-19,3,1338
Waldorf Astoria New York,2015-08-19,2,1365
Waldorf Astoria New York,2015-08-19,4,1485
Westin New York at Times Square,2015-08-19,1,1163
Westin New York at Times Square,2015-08-19,2,1214
Westin New York at Times Square,2015-08-19,3,1317
Wyndham Garden Brooklyn Sunset Park,2015-08-19,3,888
Wyndham Garden Brooklyn Sunset Park,2015-08-19,2,896
Wyndham Garden Brooklyn Sunset Park,2015-08-19,1,1012
Wyndham Garden Long Island City Manhattan View,2015-08-19,2,721
ink48 hotel a Kimpton Hotel,2015-08-19,2,1083
ink48 hotel a Kimpton Hotel,2015-08-19,1,1084
ink48 hotel a Kimpton Hotel,2015-08-19,3,1121
Cassa Hotel 45th Street,2015-08-26,1,1145
Cassa Hotel 45th Street,2015-08-26,3,1165
Cassa Hotel 45th Street,2015-08-26,2,1245
Cassa Hotel 45th Street,2015-08-26,4,1435
Comfort Inn Times Square South Area,2015-08-26,2,1242
Conrad New York,2015-08-26,1,1405
Conrad New York,2015-08-26,2,1455
Conrad New York,2015-08-26,3,1598
Courtyard New York Manhattan Times Square West,2015-08-26,1,1174
Courtyard New York Manhattan Times Square West,2015-08-26,2,1187
Courtyard New York Manhattan Times Square West,2015-08-26,3,1216
Courtyard Newark Elizabeth,2015-08-26,1,825
Courtyard Newark Elizabeth,2015-08-26,2,890
Courtyard by Marriott New York Manhattan SoHo,2015-08-26,2,1328
Courtyard by Marriott New York Manhattan SoHo,2015-08-26,1,1328
Courtyard by Marriott New York Manhattan SoHo,2015-08-26,3,1328
DoubleTree by Hilton Hotel New York - Times Square South,2015-08-26,1,835
DoubleTree by Hilton Hotel New York - Times Square South,2015-08-26,4,881
DoubleTree by Hilton Hotel New York - Times Square South,2015-08-26,2,1021
DoubleTree by Hilton Metropolitan - New York City,2015-08-26,1,935
DoubleTree by Hilton New York City - Chelsea,2015-08-26,4,943
DoubleTree by Hilton New York City - Chelsea,2015-08-26,2,1063
DoubleTree by Hilton New York City - Chelsea,2015-08-26,3,1135
DoubleTree by Hilton New York City - Financial District,2015-08-26,1,845
DoubleTree by Hilton New York City - Financial District,2015-08-26,2,865
DoubleTree by Hilton New York City - Financial District,2015-08-26,4,925
DoubleTree by Hilton New York City - Financial District,2015-08-26,3,1055
Eventi Hotel a Kimpton Hotel,2015-08-26,2,1105
Eventi Hotel a Kimpton Hotel,2015-08-26,1,1157
Eventi Hotel a Kimpton Hotel,2015-08-26,4,1166
Eventi Hotel a Kimpton Hotel,2015-08-26,3,1196
Four Seasons Hotel New York,2015-08-26,2,3255
Gild Hall A Thompson Hotel,2015-08-26,4,1100
Gild Hall A Thompson Hotel,2015-08-26,1,1132
Gild Hall A Thompson Hotel,2015-08-26,2,1140
Gild Hall A Thompson Hotel,2015-08-26,3,1172
Grand Hyatt New York,2015-08-26,1,965
Grand Hyatt New York,2015-08-26,2,1183
Grand Hyatt New York,2015-08-26,3,1183
Grand Hyatt New York,2015-08-26,4,1291
Hampton Inn & Suites Staten Island,2015-08-26,1,670
Hampton Inn & Suites Staten Island,2015-08-26,2,670
Hampton Inn Madison Square Garden Area Hotel,2015-08-26,1,898
Hampton Inn Madison Square Garden Area Hotel,2015-08-26,3,907
Hampton Inn Madison Square Garden Area Hotel,2015-08-26,2,907
Hampton Inn Madison Square Garden Area Hotel,2015-08-26,4,1223
Hampton Inn Manhattan Downtown-Financial District,2015-08-26,2,879
Hampton Inn Manhattan Downtown-Financial District,2015-08-26,1,898
Hampton Inn Manhattan Downtown-Financial District,2015-08-26,3,917
Hampton Inn Manhattan Soho,2015-08-26,1,1075
Hampton Inn Manhattan Soho,2015-08-26,2,1175
Hampton Inn Manhattan Soho,2015-08-26,3,1575
Hampton Inn Manhattan Times Square Central,2015-08-26,3,1103
Hampton Inn Manhattan Times Square Central,2015-08-26,4,1515
Hampton Inn Manhattan Times Square Central,2015-08-26,1,1945
Hampton Inn Manhattan Times Square South,2015-08-26,1,952
Hampton Inn Manhattan Times Square South,2015-08-26,2,952
Hampton Inn Manhattan Times Square South,2015-08-26,3,970
Hampton Inn Manhattan Times Square South,2015-08-26,4,989
Hampton Inn Manhattan United Nations,2015-08-26,1,935
Hampton Inn Manhattan United Nations,2015-08-26,2,1035
Hampton Inn Manhattan United Nations,2015-08-26,3,1078
Hampton Inn Manhattan United Nations,2015-08-26,4,1135
Hampton Inn Manhattan-Seaport-Financial District,2015-08-26,2,869
Hampton Inn Manhattan-Seaport-Financial District,2015-08-26,3,1012
Hampton Inn New York - 35th Street - Empire State Building,2015-08-26,4,1005
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-26,2,806
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-26,4,897
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-26,3,1033
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-26,1,1326
Hilton Garden Inn New York Long Island City,2015-08-26,1,703
Hilton Garden Inn New York Long Island City,2015-08-26,4,842
Hilton Garden Inn New York Manhattan-Chelsea,2015-08-26,4,916
Hilton Garden Inn New York Manhattan-Chelsea,2015-08-26,2,947
Hilton Garden Inn New York Manhattan-Midtown East,2015-08-26,2,795
Hilton Garden Inn New York Manhattan-Midtown East,2015-08-26,1,795
Hilton Garden Inn New York Manhattan-Midtown East,2015-08-26,3,815
Hilton Garden Inn New York Manhattan-Midtown East,2015-08-26,4,963
Hilton Garden Inn New York Midtown Park Ave,2015-08-26,3,961
Hilton Garden Inn New York Midtown Park Ave,2015-08-26,1,962
Hilton Garden Inn New York Midtown Park Ave,2015-08-26,2,1046
Hilton Garden Inn New York Midtown Park Ave,2015-08-26,4,1057
Hilton Garden Inn New York West 35th Street,2015-08-26,1,876
Hilton Garden Inn New York West 35th Street,2015-08-26,4,975
Hilton Garden Inn New York West 35th Street,2015-08-26,2,984
Hilton Garden Inn New York West 35th Street,2015-08-26,3,1035
Hilton Garden Inn Times Square,2015-08-26,4,955
Hilton Garden Inn Times Square,2015-08-26,3,1035
Hilton Garden Inn Times Square,2015-08-26,2,1055
Hilton Manhattan East,2015-08-26,3,973
Hilton New York Fashion District,2015-08-26,3,852
Hilton New York Fashion District,2015-08-26,2,879
Hilton New York Fashion District,2015-08-26,4,891
Hilton Newark Airport,2015-08-26,1,610
Hilton Newark Airport,2015-08-26,3,670
Hilton Newark Airport,2015-08-26,2,670
Hilton Times Square,2015-08-26,1,1165
Hilton Times Square,2015-08-26,2,1185
Hilton Times Square,2015-08-26,4,1394
Hilton Times Square,2015-08-26,3,1458
Holiday Inn New York JFK Airport Area,2015-08-26,1,758
Holiday Inn New York JFK Airport Area,2015-08-26,2,783
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-08-26,2,1015
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-08-26,3,1075
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-08-26,4,1115
Hyatt Herald Square New York,2015-08-26,2,949
Hyatt Herald Square New York,2015-08-26,1,974
Hyatt Herald Square New York,2015-08-26,3,976
Hyatt Times Square New York,2015-08-26,1,1235
Hyatt Times Square New York,2015-08-26,4,1275
Hyatt Times Square New York,2015-08-26,2,1285
Hyatt Times Square New York,2015-08-26,3,1295
Hyatt Union Square New York,2015-08-26,1,1714
Langham Place New York Fifth Avenue,2015-08-26,1,1955
Langham Place New York Fifth Avenue,2015-08-26,2,2081
Langham Place New York Fifth Avenue,2015-08-26,3,2141
Langham Place New York Fifth Avenue,2015-08-26,4,2371
Le Parker Meridien New York,2015-08-26,1,1264
Le Parker Meridien New York,2015-08-26,2,1305
Le Parker Meridien New York,2015-08-26,3,1344
Loews Regency New York Hotel,2015-08-26,1,1635
Loews Regency New York Hotel,2015-08-26,2,1675
Loews Regency New York Hotel,2015-08-26,3,1715
Magnuson Convention Center Hotel,2015-08-26,4,718
Magnuson Convention Center Hotel,2015-08-26,1,723
Magnuson Convention Center Hotel,2015-08-26,3,737
Magnuson Convention Center Hotel,2015-08-26,2,739
McCarren Hotel & Pool,2015-08-26,2,1601
McCarren Hotel & Pool,2015-08-26,1,1620
McCarren Hotel & Pool,2015-08-26,4,1639
McCarren Hotel & Pool,2015-08-26,3,1685
Millenium Hilton,2015-08-26,2,1075
Millenium Hilton,2015-08-26,3,1115
Millenium Hilton,2015-08-26,1,1215
Millenium Hilton,2015-08-26,4,1435
New York Hilton Midtown,2015-08-26,3,1205
New York Hilton Midtown,2015-08-26,2,1245
New York Marriott Downtown,2015-08-26,1,1300
New York Marriott East Side,2015-08-26,1,1125
New York Marriott East Side,2015-08-26,2,1185
New York Marriott at the Brooklyn Bridge,2015-08-26,3,1292
Newark Liberty International Airport Marriott,2015-08-26,1,715
Newark Liberty International Airport Marriott,2015-08-26,2,785
Newark Liberty International Airport Marriott,2015-08-26,3,855
Omni Berkshire Place,2015-08-26,1,1059
Omni Berkshire Place,2015-08-26,2,1116
Omni Berkshire Place,2015-08-26,4,1314
Omni Berkshire Place,2015-08-26,3,1347
Quality Inn Woodside,2015-08-26,2,718
Renaissance Newark Airport Hotel,2015-08-26,1,875
Renaissance Newark Airport Hotel,2015-08-26,2,945
Renaissance Newark Airport Hotel,2015-08-26,4,1165
Residence Inn by Marriott New York Manhattan Midtown East,2015-08-26,1,1035
Residence Inn by Marriott New York Manhattan Midtown East,2015-08-26,2,1054
SIXTY Lower East Side,2015-08-26,4,1424
Sheraton New York Times Square Hotel,2015-08-26,1,1101
Sheraton New York Times Square Hotel,2015-08-26,2,1118
Sheraton New York Times Square Hotel,2015-08-26,3,1198
Smyth A Thompson Hotel,2015-08-26,3,1359
Smyth A Thompson Hotel,2015-08-26,2,1405
Smyth A Thompson Hotel,2015-08-26,1,1420
Smyth A Thompson Hotel,2015-08-26,4,1480
The Benjamin,2015-08-26,1,1146
The Benjamin,2015-08-26,2,1202
The Benjamin,2015-08-26,3,1214
The Kitano New York,2015-08-26,1,1605
The Kitano New York,2015-08-26,2,1717
The Lexington New York City Autograph Collection,2015-08-26,3,815
The Lexington New York City Autograph Collection,2015-08-26,4,846
The Lexington New York City Autograph Collection,2015-08-26,1,920
The Lexington New York City Autograph Collection,2015-08-26,2,950
The New York EDITION,2015-08-26,3,1900
The New York EDITION,2015-08-26,2,1950
The Peninsula New York,2015-08-26,1,3165
The Plaza Hotel,2015-08-26,3,2813
The Plaza Hotel,2015-08-26,4,3056
The Plaza Hotel,2015-08-26,1,3069
The Plaza Hotel,2015-08-26,2,3075
The Roosevelt Hotel New York City,2015-08-26,2,895
The Roosevelt Hotel New York City,2015-08-26,3,915
The Roosevelt Hotel New York City,2015-08-26,4,935
The Roosevelt Hotel New York City,2015-08-26,1,975
The Towers of the Waldorf Astoria New York,2015-08-26,3,2145
The Towers of the Waldorf Astoria New York,2015-08-26,1,2210
The Towers of the Waldorf Astoria New York,2015-08-26,2,2265
The Towers of the Waldorf Astoria New York,2015-08-26,4,2321
The Westin New York Grand Central,2015-08-26,1,1218
The Westin New York Grand Central,2015-08-26,2,1238
The Westin New York Grand Central,2015-08-26,3,1283
The Westin New York Grand Central,2015-08-26,4,1388
United Nations Apartment Hotel,2015-08-26,4,838
Viceroy New York,2015-08-26,1,1225
Viceroy New York,2015-08-26,2,1305
Viceroy New York,2015-08-26,3,1385
Viceroy New York,2015-08-26,4,1426
W New York,2015-08-26,1,963
W New York,2015-08-26,2,1008
W New York,2015-08-26,3,1055
W New York - Downtown,2015-08-26,1,1140
W New York Times Square,2015-08-26,2,1180
W New York Times Square,2015-08-26,1,1195
W New York Times Square,2015-08-26,3,1280
Waldorf Astoria New York,2015-08-26,1,1395
Waldorf Astoria New York,2015-08-26,3,1435
Waldorf Astoria New York,2015-08-26,4,1435
Waldorf Astoria New York,2015-08-26,2,1555
Westin New York at Times Square,2015-08-26,1,1083
Westin New York at Times Square,2015-08-26,2,1129
Westin New York at Times Square,2015-08-26,3,1227
Westin New York at Times Square,2015-08-26,4,1328
Wyndham Garden Brooklyn Sunset Park,2015-08-26,2,786
Wyndham Garden Long Island City Manhattan View,2015-08-26,2,524
Andaz 5th Avenue - a concept by Hyatt,2015-08-27,3,1658
Andaz Wall Street - a concept by Hyatt,2015-08-27,1,1165
Bentley Hotel,2015-08-27,3,980
Blakely New York,2015-08-27,2,1265
Cassa Hotel 45th Street,2015-08-27,4,1075
Cassa Hotel 45th Street,2015-08-27,3,1085
Cassa Hotel 45th Street,2015-08-27,1,1155
Chelsea Inn,2015-08-27,2,612
Chelsea Inn,2015-08-27,4,612
Chelsea Inn,2015-08-27,3,612
Chelsea Inn,2015-08-27,1,612
Conrad New York,2015-08-27,4,1405
Conrad New York,2015-08-27,3,1455
Conrad New York,2015-08-27,2,1547
Conrad New York,2015-08-27,1,1715
Courtyard Newark Elizabeth,2015-08-27,4,825
Courtyard Newark Elizabeth,2015-08-27,3,900
Courtyard Newark Elizabeth,2015-08-27,2,975
Courtyard by Marriott New York City Manhattan Fifth Avenue,2015-08-27,4,1160
Courtyard by Marriott New York Manhattan SoHo,2015-08-27,4,1241
DoubleTree by Hilton Hotel New York - Times Square South,2015-08-27,3,1039
DoubleTree by Hilton Hotel Newark Airport,2015-08-27,1,625
DoubleTree by Hilton Hotel Newark Airport,2015-08-27,2,655
DoubleTree by Hilton Metropolitan - New York City,2015-08-27,2,835
DoubleTree by Hilton Metropolitan - New York City,2015-08-27,3,935
DoubleTree by Hilton New York City - Chelsea,2015-08-27,2,993
DoubleTree by Hilton New York City - Chelsea,2015-08-27,1,1129
DoubleTree by Hilton New York City - Financial District,2015-08-27,4,785
DoubleTree by Hilton New York City - Financial District,2015-08-27,3,785
DoubleTree by Hilton New York City - Financial District,2015-08-27,2,895
DoubleTree by Hilton New York City - Financial District,2015-08-27,1,945
Eventi Hotel a Kimpton Hotel,2015-08-27,3,1335
Four Seasons Hotel New York,2015-08-27,1,3035
