,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
43,DoubleTree by Hilton New York City - Chelsea,32.3100775194,23.7264150943,24.355971897,29.6900489396,-1.0,23.8647342995,-1.0,-1.0,30.8535031847,25.2122641509,20.3044496487,28.5481239804,-1.0,32.6574500768,40.3483825098,30.8573298429,27.6715686275,23.9855072464,-1.0,-1.0,-1.0,-1.0,45.6277056277,-1.0,-1.0,-1.0,28.9879294336,25.7805530776,-1.0,29.5303663634,-1.0,33.1331331331,-1.0,-1.0,27.9002876318,-1.0,-1.0,-1.0,30.4845814978,28.8609865471,-1.0,25.0051282051,-1.0,-1.0,40.3773584906,40.972017673,-1.0,38.2546494993,24.9691629956,28.3778966132,29.1211840888,26.9934024505,-1.0,23.4422310757,-1.0,25.5874190564,-1.0,35.2131147541,-1.0,-1.0,35.5410637864,32.2710622711,-1.0,30.7971014493,-1.0,-1.0,35.2674524025,35.057591623,-1.0,26.4785992218,29.3048128342,-1.0,27.9529054311,29.0729247479,28.5603864734,12.8571428571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.6596858639,30.0111731844,27.3879781421,-1.0,-1.0,29.8638743455,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.6046046046,24.1025641026,23.9732569245,25.3561841834,23.1744115872,23.6102564103,23.362759187,21.7142857143,23.4360410831,25.7383100902,24.7610121837,-1.0,-1.0,28.3146067416,-1.0,-1.0,-1.0,33.3179190751,25.2188411838,29.3930905696,26.3859649123,24.6370713234,21.6618911175,-1.0,28.9271523179,23.7257142857,18.6437440306,20.3131612357,24.1435897436,23.1542247744,20.8844221106,23.1992149166,-1.0,-1.0,18.5493955815,21.1129991504,-1.0,17.9428571429,17.1864329615,16.7771428571,23.4498834499,-1.0,-1.0,16.8997668998,-1.0,-1.0,16.5942857143,19.843575419,-1.0,-1.0,-1.0,-1.0,24.3417085427,25.183714002,26.1266874351,34.7215377033
44,Smyth A Thompson Hotel,47.9379844961,41.7924528302,42.8337236534,48.1783578032,-1.0,-1.0,-1.0,-1.0,37.7579617834,36.4386792453,37.1194379391,48.1783578032,44.8657187994,43.1643625192,48.3114113047,48.4293193717,30.2696078431,29.4927536232,47.0191983833,-1.0,36.8357487923,29.100877193,-1.0,-1.0,49.3743984601,47.6510067114,48.0037140204,46.2979482605,44.4545454545,59.6262601426,46.2945139557,50.2502502503,51.7647058824,46.7189030362,50.7190795781,-1.0,41.8473895582,47.3488372093,45.550660793,42.3497757848,43.2205128205,48.5128205128,-1.0,-1.0,61.5094339623,-1.0,-1.0,60.2861230329,40.1585903084,45.008912656,46.7160037003,43.1479736098,57.5765438505,-1.0,-1.0,-1.0,40.3235014272,51.2568306011,-1.0,-1.0,43.2035867129,36.8131868132,36.1015412511,37.7173913043,-1.0,-1.0,39.2928377153,46.4921465969,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.6359315589,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.6096096096,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.9528795812,-1.0,-1.0,58.6592178771,-1.0,-1.0,-1.0,49.0009337068,51.1111111111,59.7948717949,56.1604584527,-1.0,43.5526051096,-1.0,-1.0,56.7487684729,-1.0,-1.0,51.1715089035,-1.0,-1.0,61.5168539326,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.5985693246,-1.0,-1.0,44.7682119205,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.4134078212,-1.0,-1.0,36.2488038278,-1.0,-1.0,-1.0,46.8535825545,51.1335633317
45,DoubleTree by Hilton New York City - Financial District,30.8527131783,26.2971698113,26.5807962529,33.0342577488,-1.0,24.0338164251,28.7250384025,29.9224806202,24.3312101911,22.2877358491,22.131147541,26.7808591626,26.6982622433,26.574500768,37.5044436545,30.2683246073,23.1617647059,21.6183574879,26.4398787471,25.6535947712,22.8260869565,19.6271929825,38.3116883117,-1.0,22.5409047161,31.6395014382,-1.0,22.1052631579,-1.0,-1.0,-1.0,-1.0,28.8328664799,32.6738491675,28.5906040268,20.3645401823,-1.0,-1.0,30.3436123348,29.3632286996,-1.0,-1.0,29.4070351759,24.6593242486,39.3613933237,43.0633284242,-1.0,-1.0,25.1629955947,26.1140819964,27.4560592044,24.7690857681,38.894654904,21.1314741036,25.0740960285,-1.0,27.0218839201,32.4590163934,27.7004405286,22.0905923345,-1.0,31.3736263736,-1.0,30.3442028986,24.8090145149,-1.0,29.6101541251,31.0994764398,-1.0,-1.0,26.8021390374,25.7042937634,32.3395366502,31.3809154383,-1.0,17.3051948052,26.0695187166,-1.0,31.6981132075,24.8625429553,30.7034220532,23.9926739927,25.2035749752,25.2574315135,-1.0,-1.0,-1.0,-1.0,-1.0,25.7113187954,30.0617283951,25.445026178,-1.0,24.131147541,26.8449197861,18.4205128205,28.6701570681,28.9197860963,22.6448087432,-1.0,30.0307692308,28.1025641026,23.6616915423,-1.0,20.3003003003,21.8051282051,19.2741165234,24.3650629775,-1.0,-1.0,26.6269759803,21.2807881773,22.9505135387,23.2977850697,20.9746954077,21.7465753425,-1.0,-1.0,22.5024437928,-1.0,-1.0,25.0404624277,23.2596915381,23.0065359477,21.7076023392,19.4193141174,18.4145176695,21.1577964519,-1.0,23.7714285714,19.1404011461,21.6462124418,21.5384615385,-1.0,24.6834170854,-1.0,25.2855245684,-1.0,-1.0,-1.0,-1.0,15.7942857143,16.0710220806,16.8685714286,-1.0,-1.0,-1.0,-1.0,-1.0,19.68,-1.0,-1.0,-1.0,19.1004784689,-1.0,-1.0,-1.0,26.7924528302,-1.0,-1.0
46,Hampton Inn Manhattan Soho,35.8139534884,29.8349056604,32.6697892272,37.3844480696,-1.0,-1.0,37.019969278,-1.0,-1.0,26.7688679245,34.3091334895,40.1033170201,33.9652448657,36.0983102919,55.990046214,-1.0,-1.0,-1.0,32.1657123611,31.862745098,-1.0,21.5570175439,44.8917748918,37.595129376,29.3551491819,30.0095877277,-1.0,29.3487957181,26.6363636364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.4779116466,-1.0,-1.0,-1.0,37.641025641,-1.0,-1.0,-1.0,-1.0,44.0353460972,29.6729840208,-1.0,34.0969162996,29.1443850267,29.5097132285,32.1394910462,36.7151011936,23.4900398406,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.4903199511,-1.0,-1.0,31.4311594203,35.0458365164,34.2995169082,32.9102447869,-1.0,28.5288270378,33.7548638132,-1.0,-1.0,-1.0,-1.0,25.7971014493,-1.0,25.8785332315,24.635193133,35.2532274081,23.9690721649,40.7557034221,31.7765567766,26.9116186693,25.5488634156,29.6947271045,-1.0,26.2655205349,25.404376784,-1.0,28.1412253375,25.4115226337,29.8429319372,-1.0,26.9945355191,25.1336898396,-1.0,27.1204188482,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.2347616174,35.5897435897,23.3011701909,-1.0,-1.0,-1.0,20.3373945642,23.2234589041,26.7692307692,22.7528089888,-1.0,-1.0,-1.0,-1.0,26.1567319717,26.0504201681,25.1461988304,22.196507469,20.9169054441,-1.0,35.6291390728,23.6571428571,18.0515759312,20.8421498096,-1.0,23.2772764561,23.0150753769,-1.0,31.7397078353,26.6147696192,25.9483117966,26.8691588785,16.4397905759,17.4857142857,18.0969724562,20.0,-1.0,-1.0,24.7425093633,-1.0,-1.0,23.2,23.8857142857,-1.0,29.3714285714,22.8708133971,22.2966507177,23.7890204521,-1.0,26.1171797418,26.6874350987,-1.0
47,Hilton Garden Inn New York Manhattan-Midtown East,30.5426356589,25.5896226415,-1.0,-1.0,-1.0,25.2415458937,28.7250384025,28.992248062,22.7770700637,22.7358490566,22.131147541,-1.0,25.1184834123,24.4239631336,28.9726270885,31.5117801047,-1.0,22.9951690821,25.0926237791,26.7320261438,25.9661835749,20.7456140351,39.8701298701,-1.0,-1.0,28.4755512943,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.1847389558,30.3255813953,29.6211453744,-1.0,-1.0,32.9846153846,34.8944723618,-1.0,47.4600870827,54.4035346097,27.4061687105,-1.0,26.1497797357,24.8484848485,30.0647548566,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.8907103825,25.5330396476,-1.0,-1.0,33.0586080586,-1.0,-1.0,-1.0,-1.0,29.6464188577,34.3455497382,-1.0,30.8365758755,31.9786096257,-1.0,29.718951766,31.9045771916,-1.0,-1.0,27.9793735676,23.5708154506,-1.0,30.8419243986,-1.0,-1.0,29.4935451837,28.8517583058,-1.0,-1.0,-1.0,-1.0,28.6086086086,-1.0,-1.0,29.4659685864,31.843575419,30.6448087432,30.3957219251,27.5487179487,32.6492146597,-1.0,-1.0,34.4357541899,-1.0,-1.0,-1.0,-1.0,25.1051051051,-1.0,26.7048710602,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.2512820513,-1.0,28.4848484848,-1.0,-1.0,-1.0,-1.0,-1.0,25.9415204678,21.9861140332,-1.0,19.2903828198,-1.0,-1.0,23.0181470869,23.5928903936,25.2512820513,-1.0,-1.0,-1.0,-1.0,-1.0,21.5923301376,-1.0,-1.0,21.0971428571,21.0106988391,21.0971428571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.95215311,-1.0,-1.0,-1.0,27.6012461059,33.070478068
48,Hampton Inn Manhattan Downtown-Financial District,-1.0,24.5283018868,25.2459016393,-1.0,21.108490566,22.0531400966,-1.0,-1.0,-1.0,-1.0,25.2459016393,-1.0,28.3728278041,27.0046082949,32.598649129,-1.0,-1.0,20.7729468599,28.3260357023,-1.0,22.1739130435,18.4429824561,-1.0,-1.0,30.5678537055,26.481303931,23.974001857,-1.0,-1.0,-1.0,-1.0,-1.0,32.2128851541,-1.0,-1.0,-1.0,-1.0,26.3627906977,26.7136563877,31.1210762332,27.2,27.7743589744,31.7386934673,29.9794661191,44.0058055152,41.3843888071,26.9973987365,36.9384835479,-1.0,-1.0,-1.0,-1.0,36.6113129216,-1.0,-1.0,-1.0,30.6374881066,-1.0,27.9118942731,20.487804878,35.3372732831,32.3076923077,-1.0,-1.0,28.0366692131,28.0,30.1359927471,-1.0,23.6978131213,24.1634241245,-1.0,-1.0,-1.0,-1.0,27.4396135266,15.6277056277,29.9656226127,24.2231759657,30.8440913605,-1.0,29.0161596958,21.4835164835,-1.0,21.7019623081,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.7039106145,28.306010929,26.8449197861,26.2358974359,-1.0,26.4171122995,-1.0,-1.0,26.1128205128,24.6358974359,24.9751243781,22.9318394024,22.962962963,22.4205128205,23.9732569245,25.7278546356,23.0738282036,22.2769230769,-1.0,-1.0,23.4360410831,24.6308449549,20.6560449859,24.165239726,27.4051282051,23.3333333333,24.5356793744,-1.0,-1.0,29.0173410405,25.2188411838,23.60410831,25.7777777778,22.049232064,21.0506208214,24.6125116713,-1.0,22.1714285714,17.7841451767,20.6093948371,22.0512820513,20.0164068909,19.4371859296,20.9224730128,-1.0,25.8994319377,28.0325135473,-1.0,-1.0,17.28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.7467725919,24.7559709242,-1.0
49,Red Carpet Inn New York City,-1.0,-1.0,-1.0,-1.0,-1.0,14.5893719807,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.6086956522,18.187942068,-1.0,13.0917874396,12.2368421053,24.8051948052,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.8512417015,-1.0,-1.0,10.4575163399,11.3222331048,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.5435897436,-1.0,-1.0,14.4557329463,15.1399116348,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.19123505976,-1.0,-1.0,9.47668886775,11.2349726776,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,9.45689327763,9.9689681924,-1.0,-1.0,-1.0,-1.0,-1.0,8.81443298969,-1.0,9.41391941392,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.2349726776,-1.0,-1.0,10.4293193717,10.9946524064,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.5435897436,-1.0,-1.0,9.29971988796,10.5414273995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.7485714286,-1.0,-1.0,10.2153846154,10.5414273995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.7485714286,-1.0,-1.0,11.3828571429,9.83732057416,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
50,Hampton Inn Manhattan Times Square Central,44.1550387597,30.7075471698,-1.0,-1.0,26.6273584906,25.2415458937,30.3533026114,28.5271317829,-1.0,30.7075471698,33.793911007,-1.0,61.4533965245,-1.0,39.2108069677,49.5746073298,37.3774509804,-1.0,27.3829572247,49.8039215686,-1.0,16.3815789474,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.1919686582,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0396475771,-1.0,46.1609620722,51.178133836,47.6128697457,25.4183266932,28.3935981031,26.7530064755,35.6803044719,47.9781420765,24.563876652,-1.0,-1.0,-1.0,-1.0,-1.0,30.9205500382,32.7536231884,31.4052583862,34.554973822,-1.0,25.6031128405,24.385026738,24.538566155,32.5674135967,20.6749418154,25.4299516908,15.5086580087,-1.0,22.5922746781,34.3396226415,22.6804123711,32.319391635,24.652014652,23.8728897716,26.2288711871,31.914893617,34.3804878049,32.9512893983,-1.0,39.6796796797,36.5939771547,-1.0,34.9319371728,-1.0,35.5191256831,-1.0,-1.0,38.0523560209,-1.0,-1.0,-1.0,-1.0,-1.0,26.1293532338,-1.0,23.7237237237,24.3282051282,-1.0,25.1909973157,-1.0,-1.0,23.1985218641,-1.0,-1.0,23.2772764561,-1.0,-1.0,-1.0,21.2546816479,22.8739002933,-1.0,-1.0,-1.0,34.2851187995,30.7189542484,-1.0,31.4538186409,28.5577841452,21.1391223156,-1.0,-1.0,21.2416427889,26.0050782903,-1.0,-1.0,-1.0,-1.0,29.8804780876,-1.0,-1.0,24.4052676296,-1.0,17.92,23.742317323,19.1314285714,36.2703962704,-1.0,-1.0,34.4289044289,36.48,-1.0,25.4171428571,-1.0,-1.0,28.4019138756,26.1818181818,-1.0,25.3266331658,22.7606752731,24.7144340602,40.9314933465
51,Hilton Garden Inn New York Central Park South-Midtown West,29.0852713178,26.1556603774,23.1381733021,30.0706905927,-1.0,25.1690821256,32.0122887865,29.8294573643,26.3694267516,22.9009433962,21.8735362998,27.8684067428,41.8957345972,24.7619047619,36.7223604692,29.3520942408,-1.0,-1.0,38.3967665881,25.7516339869,-1.0,25.6798245614,37.7489177489,-1.0,31.4725697786,34.8418024928,-1.0,-1.0,-1.0,34.7922301451,29.489894129,-1.0,32.5490196078,32.4975514202,-1.0,-1.0,33.6224899598,-1.0,34.2731277533,35.8565022422,-1.0,36.1025641026,29.3065326633,30.5208138884,43.6865021771,43.1516936672,24.9907097733,42.1745350501,34.3259911894,26.9340463458,27.0490286772,27.5589066918,41.2039439543,24.9402390438,29.5396166765,27.382053654,-1.0,25.4644808743,25.9559471366,23.4425087108,-1.0,30.0915750916,35.9927470535,29.2753623188,27.9793735676,31.7874396135,27.1622846782,30.6178010471,32.0874751491,30.2529182879,33.7112299465,26.4231591218,-1.0,27.7152831652,-1.0,-1.0,29.4881588999,27.2789699571,32.4528301887,26.7182130584,-1.0,25.1831501832,-1.0,28.0163201865,-1.0,-1.0,34.3266475645,-1.0,31.4914914915,28.1412253375,-1.0,37.8429319372,33.4301675978,-1.0,30.2245989305,31.0153846154,-1.0,29.3475935829,30.5792349727,-1.0,-1.0,-1.0,-1.0,-1.0,25.8258258258,26.6256410256,25.482330468,23.2294032624,28.8271977469,29.9487179487,29.0084171628,24.118226601,-1.0,27.3379819524,21.6682286785,-1.0,26.8512820513,25.5617977528,-1.0,-1.0,-1.0,32.8554913295,-1.0,-1.0,27.649122807,26.7620450242,26.0171919771,18.6181139122,-1.0,-1.0,-1.0,-1.0,25.3333333333,25.2461033634,23.2361809045,-1.0,36.9455511288,-1.0,24.0100041684,32.795242141,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.8694638695,-1.0,-1.0,26.6971428571,19.217877095,-1.0,22.3349282297,21.033492823,21.8299246502,-1.0,-1.0,-1.0,-1.0
52,Andaz 5th Avenue - a concept by Hyatt,-1.0,-1.0,38.9929742389,-1.0,-1.0,-1.0,-1.0,41.519379845,-1.0,-1.0,-1.0,55.1386623165,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.8437184237,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.5032497679,-1.0,42.6363636364,-1.0,-1.0,-1.0,40.6162464986,49.2654260529,46.5004793864,-1.0,-1.0,-1.0,45.9735682819,49.3273542601,43.4051282051,47.158974359,47.6582914573,53.8547694605,57.358490566,74.6686303387,40.4496469714,57.9685264664,-1.0,44.2959001783,46.5309898242,-1.0,56.6943435392,37.6892430279,57.0045445564,51.3413506013,40.8182683159,-1.0,43.6123348018,31.4285714286,-1.0,47.7106227106,-1.0,-1.0,-1.0,47.0531400966,-1.0,-1.0,49.6023856859,-1.0,-1.0,-1.0,41.6824914546,-1.0,53.6231884058,-1.0,-1.0,40.635193133,-1.0,-1.0,49.0969581749,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.3623623624,44.2782969886,-1.0,-1.0,47.4860335196,60.6557377049,-1.0,-1.0,39.497382199,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.0610610611,48.7179487179,45.558739255,45.3644435267,40.1327700664,-1.0,-1.0,-1.0,38.5247432306,-1.0,-1.0,43.2577054795,-1.0,-1.0,50.9481915934,66.7903525046,-1.0,-1.0,-1.0,-1.0,-1.0,41.6999789607,45.3677172875,-1.0,54.1986754967,42.9028571429,38.6246418338,43.7156157427,38.3794871795,38.9663658737,37.1457286432,43.7095191364,-1.0,-1.0,-1.0,-1.0,-1.0,34.3314285714,33.8948326884,30.9257142857,-1.0,34.5446182153,49.2275280899,49.020979021,46.6057142857,-1.0,49.8514285714,-1.0,-1.0,53.1674641148,39.7511961722,53.0032292788,57.9698492462,42.9195630586,54.0809968847,72.5480532282
53,Hilton Garden Inn New York Manhattan-Chelsea,-1.0,29.6933962264,-1.0,26.2370853725,-1.0,-1.0,-1.0,-1.0,24.8407643312,22.6650943396,21.7330210773,25.8020663404,-1.0,29.0937019969,-1.0,29.9738219895,-1.0,-1.0,26.0693836309,28.0392156863,27.1014492754,16.798245614,33.8961038961,-1.0,-1.0,33.0393096836,30.6963788301,-1.0,-1.0,49.8401770347,26.968238691,-1.0,30.4948646125,30.0293829579,31.0834132311,27.555923778,36.3855421687,39.1627906977,39.5594713656,-1.0,34.4,36.2461538462,37.3266331658,-1.0,53.2656023222,39.086892489,26.4957264957,-1.0,-1.0,-1.0,27.992599445,28.7653157399,-1.0,-1.0,-1.0,-1.0,36.3463368221,38.8415300546,-1.0,-1.0,54.2490319951,-1.0,44.7144152312,36.865942029,-1.0,30.5314009662,28.1414324569,33.1518324607,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.8884120172,30.8242303873,27.1993127148,-1.0,25.3846153846,29.2552135055,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.6256684492,-1.0,-1.0,-1.0,-1.0,32.3781094527,31.5779645191,26.966966967,26.6461538462,25.0047755492,27.6275036135,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.1759066278,20.7282913165,-1.0,21.6915632232,18.6437440306,24.1083099907,31.4437086093,21.8285714286,18.1088825215,20.0169276344,-1.0,19.1550451189,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.08,14.2499430913,14.8114285714,-1.0,-1.0,29.611423221,23.3333333333,24.2971428571,29.8285714286,-1.0,-1.0,33.6228571429,26.8325358852,26.4306220096,29.9461786868,-1.0,-1.0,-1.0,-1.0
54,Gild Hall A Thompson Hotel,43.7829457364,31.5094339623,30.8665105386,-1.0,-1.0,-1.0,-1.0,-1.0,32.9681528662,28.9150943396,29.3442622951,-1.0,35.766192733,35.0230414747,41.6637042304,35.9947643979,26.7647058824,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.8719923003,25.5417066155,25.9238625812,25.1917930419,-1.0,-1.0,27.1799807507,26.986986987,-1.0,30.4799216454,28.3029721956,-1.0,24.6104417671,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.2334801762,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.1611721612,31.4052583862,33.8586956522,31.474407945,-1.0,31.8404351768,35.7277486911,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.3347639485,31.5193644489,27.3883161512,34.4819391635,24.7985347985,29.2750744786,-1.0,-1.0,28.7609756098,-1.0,-1.0,28.6086086086,27.497403946,30.0205761317,31.7277486911,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.9948717949,31.4666666667,32.1791044776,29.766573296,27.7077077077,-1.0,25.8643744031,28.8870534792,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.0436590437,29.9190751445,29.1788245102,27.0028011204,29.9883040936,24.4687565748,25.0047755492,-1.0,28.7417218543,29.3714285714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.9885714286,-1.0,19.36,-1.0,-1.0,25.4736842105,26.2775119617,-1.0,24.824120603,20.0595829196,34.8701973001,47.6835879744
55,Hilton Manhattan East,-1.0,25.0471698113,23.606557377,24.8776508972,-1.0,23.6956521739,29.0015360983,30.0775193798,-1.0,22.3820754717,21.4988290398,26.1827079935,-1.0,-1.0,34.5894063278,-1.0,-1.0,20.9420289855,28.8649376895,-1.0,27.6570048309,24.5833333333,44.8484848485,31.8112633181,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.4631185808,23.819784525,22.6078619367,19.5028997514,-1.0,30.6604651163,31.154185022,28.5022421525,-1.0,32.0205128205,29.8693467337,24.6033227553,-1.0,43.8586156112,26.3285024155,46.0658082976,-1.0,28.2709447415,30.3422756707,31.8567389255,-1.0,25.0199203187,-1.0,-1.0,26.48905804,28.2404371585,25.0925110132,19.2473867596,27.8581618097,31.4102564103,26.8177697189,30.0362318841,-1.0,26.1835748792,25.8386219402,30.5340314136,30.1192842942,28.1128404669,29.4117647059,24.8882844375,27.7060387391,28.8013964313,28.115942029,14.9458874459,26.1077158136,25.1330472103,-1.0,29.1237113402,-1.0,-1.0,-1.0,25.1991451331,-1.0,-1.0,-1.0,-1.0,25.8458458458,27.53894081,-1.0,-1.0,26.9273743017,28.131147541,27.3582887701,25.8871794872,28.6073298429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.1241241241,25.1282051282,23.2282712512,26.3266570308,-1.0,-1.0,24.5329501129,20.9852216749,23.0625583567,24.0976210008,20.6935332709,25.9203767123,27.7948717949,23.5018726592,-1.0,-1.0,-1.0,27.676300578,25.0729470613,-1.0,25.0994152047,22.932884494,21.6809933142,24.3884220355,28.2119205298,25.4857142857,20.152817574,-1.0,26.358974359,26.394585726,25.2261306533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.2514285714,19.4627816982,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.9714285714,21.7877094972,-1.0,-1.0,-1.0,-1.0,27.3768844221,-1.0,-1.0,-1.0
56,Waldorf Astoria New York,-1.0,-1.0,-1.0,-1.0,29.7877358491,30.4830917874,40.3379416283,39.4108527132,32.8152866242,32.1933962264,31.3348946136,40.3752039152,44.0758293839,47.7726574501,51.0131532172,46.9568062827,44.4852941176,34.4202898551,41.9333108791,42.6470588235,35.6280193237,33.0043859649,63.8528138528,50.3805175038,45.7170356112,-1.0,-1.0,-1.0,-1.0,-1.0,36.8623676612,38.1381381381,29.5985060691,31.0479921645,34.0364333653,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.4905660377,53.4609720177,28.5209959123,46.208869814,33.3920704846,-1.0,-1.0,-1.0,-1.0,-1.0,49.4961470065,32.2849213691,40.6279733587,-1.0,40.6167400881,-1.0,-1.0,-1.0,-1.0,-1.0,41.3483575248,39.9033816425,35.8114233908,-1.0,-1.0,-1.0,-1.0,-1.0,36.9350550703,37.7230411171,38.7439613527,20.8333333333,-1.0,-1.0,-1.0,-1.0,51.4496197719,-1.0,43.3962264151,42.4519137362,42.0906567993,40.2926829268,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.5464480874,39.0374331551,-1.0,41.3612565445,-1.0,43.1693989071,-1.0,-1.0,54.4615384615,48.855721393,-1.0,40.9409409409,46.0512820513,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.6825396825,44.4011484824,39.2689784442,44.0710616438,-1.0,41.6666666667,40.6647116325,56.3212297906,52.6247401247,47.5144508671,30.5335556482,33.0158730159,40.5847953216,30.4860088365,32.4164278892,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.4623115578,35.6231599607,38.6454183267,33.5367136545,35.9524802001,-1.0,-1.0,-1.0,26.7926246301,-1.0,-1.0,-1.0,39.4428838951,-1.0,-1.0,-1.0,-1.0,38.3240223464,-1.0,36.0765550239,41.9138755981,43.5952637244,-1.0,-1.0,47.8712357217,-1.0
