,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
103,Courtyard by Marriott New York City Manhattan Fifth Avenue,38.4186046512,29.5283018868,29.62529274,-1.0,-1.0,-1.0,36.4362519201,36.3720930233,32.8917197452,30.7547169811,30.8430913349,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.908496732,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.0130317187,31.2223291627,32.2122122122,-1.0,34.6131243879,33.9980824545,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.2717948718,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.8939256573,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
104,The SunBright,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.65938430983,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.27317073171,7.73638968481,-1.0,-1.0,8.80581516096,-1.0,-1.0,-1.0,-1.0,9.06951871658,-1.0,-1.0,8.62032085561,9.22404371585,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.79026217228,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.58857142857,-1.0,9.69142857143,-1.0,-1.0,7.5023923445,7.86602870813,-1.0,7.1959798995,7.50744786495,-1.0,-1.0
105,New York Marriott East Side,-1.0,30.070754717,-1.0,-1.0,-1.0,31.2801932367,-1.0,-1.0,30.7006369427,30.3066037736,-1.0,-1.0,35.5450236967,36.4055299539,-1.0,-1.0,-1.0,31.2801932367,-1.0,38.137254902,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.7098598476,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.3023255814,-1.0,-1.0,-1.0,35.7948717949,-1.0,-1.0,57.0391872279,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.2310756972,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.4395604396,-1.0,-1.0,-1.0,32.5603864734,-1.0,-1.0,-1.0,32.0038910506,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.5021459227,-1.0,-1.0,-1.0,28.8461538462,-1.0,-1.0,-1.0,33.4634146341,-1.0,-1.0,32.1321321321,35.6178608515,35.6995884774,-1.0,-1.0,41.6393442623,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0769230769,33.3333333333,-1.0,27.5275275275,30.2564102564,-1.0,-1.0,-1.0,29.0256410256,29.8706631082,27.2906403941,-1.0,35.1722723544,30.8341143393,-1.0,-1.0,35.6741573034,-1.0,-1.0,-1.0,-1.0,38.0366819508,-1.0,-1.0,32.9265726909,-1.0,-1.0,-1.0,30.7428571429,-1.0,-1.0,-1.0,32.0959803117,31.9195979899,-1.0,33.4926958831,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
106,Hampton Inn Times Square North,31.6589147287,-1.0,-1.0,32.4904839587,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.818627451,-1.0,-1.0,-1.0,-1.0,-1.0,38.3116883117,-1.0,-1.0,39.4247363375,-1.0,-1.0,-1.0,-1.0,28.0076997113,29.9299299299,-1.0,29.0891283056,27.7085330777,-1.0,-1.0,32.3720930233,-1.0,29.3452914798,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.8487551096,-1.0,28.2290748899,28.7878787879,28.9546716004,-1.0,38.5313959523,23.3466135458,24.0071132187,22.1091581869,-1.0,29.1803278689,23.1718061674,20.5574912892,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.9265639166,-1.0,-1.0,-1.0,-1.0,20.4779483194,-1.0,-1.0,-1.0,-1.0,31.4171122995,25.4077253219,-1.0,-1.0,-1.0,-1.0,-1.0,27.5888867301,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.4481792717,22.6210008203,-1.0,-1.0,21.8871794872,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.6904165718,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.2685714286,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
107,Shelburne NYC-an Affinia hotel,31.8759689922,-1.0,-1.0,-1.0,22.7122641509,24.4202898551,-1.0,-1.0,25.9617834395,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.3755522828,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.6976882039,-1.0,-1.0,34.0327868852,26.6255506608,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.7971014493,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.1727748691,-1.0,32.9398907104,30.1604278075,30.6051282051,-1.0,22.8449197861,23.3442622951,35.2402234637,-1.0,25.6205128205,22.9253731343,23.0065359477,24.2442442442,22.7692307692,22.7507163324,-1.0,24.14001207,-1.0,-1.0,23.5862068966,-1.0,24.6308449549,20.9372071228,26.1344178082,26.3384615385,22.4906367041,25.3958944282,-1.0,-1.0,28.7167630058,24.0100041684,22.9505135387,29.6842105263,22.3227435304,21.7574021012,-1.0,28.0,-1.0,-1.0,-1.0,-1.0,21.3699753897,19.4974874372,20.6084396467,-1.0,20.4081632653,21.7799082951,-1.0,19.1413612565,19.6114285714,20.9651718643,-1.0,27.8088578089,26.0579576817,-1.0,-1.0,24.8457142857,-1.0,-1.0,26.6145251397,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
108,Wyndham Garden - Manhattan Chelsea West,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.5563173359,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.3114754098,26.8546255507,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.8743509865,-1.0,-1.0,-1.0,29.7049180328,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.9692307692,-1.0,-1.0,-1.0,23.4871794872,-1.0,-1.0,-1.0,21.0623461854,20.2624179944,-1.0,20.9435897436,19.9625468165,22.4437927664,-1.0,35.8627858628,25.8728323699,23.4055856607,-1.0,-1.0,19.7980223017,-1.0,-1.0,-1.0,22.9942857143,16.9818529131,-1.0,21.4769230769,19.421657096,23.4773869347,-1.0,27.7556440903,17.8413633495,-1.0,-1.0,14.5130890052,15.9085714286,16.3669474163,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.24,-1.0,-1.0,-1.0,-1.0,-1.0,25.0251256281,24.7269116187,26.209761163,-1.0
109,The Lombardy,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.4101290963,-1.0,-1.0,-1.0,39.8280802292,-1.0,41.7417417417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.7692307692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.7692307692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.3293038766,-1.0,-1.0,39.0069429834,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.8708184305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.4222631095,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
110,Wyndham Garden Long Island City Manhattan View,-1.0,19.6462264151,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0047169811,-1.0,-1.0,-1.0,16.0983102919,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.2203082502,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.1186966641,-1.0,-1.0,-1.0,13.6652360515,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.1518624642,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.808988764,-1.0,-1.0,-1.0,17.387283237,-1.0,-1.0,17.1695906433,15.8215863665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.7358490566,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.6862925483,-1.0,-1.0,17.3714285714,-1.0,-1.0,-1.0,-1.0,16.6889952153,-1.0,-1.0,17.567839196,17.676266137,-1.0,-1.0
111,Best Western Plus Newark Airport West,19.2248062016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.2030798845,11.3313313313,-1.0,-1.0,11.4860977948,-1.0,-1.0,-1.0,10.7136563877,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.2606774669,-1.0,-1.0,-1.0,-1.0,11.1933395005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.1024049651,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.9157509158,-1.0,-1.0,-1.0,-1.0,11.0983763133,10.7136060894,-1.0,-1.0,11.5843621399,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.807486631,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0102564103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.2820512821,10.6367041199,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.9771428571,-1.0,-1.0,-1.0,-1.0,-1.0,12.7314285714,-1.0,-1.0,12.2971428571,10.6411483254,-1.0,-1.0,-1.0,10.9831181728,-1.0,-1.0
112,Best Western Plus Arena Hotel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.800543971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.955003879,25.8164251208,-1.0,-1.0,21.4248927039,22.7606752731,19.2439862543,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.2664756447,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.4652406417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.2535885167,-1.0,-1.0,17.527638191,13.4458788481,-1.0,-1.0
113,Bentley Hotel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0077467161,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.5240641711,-1.0,-1.0,-1.0,-1.0,-1.0,26.833460657,24.0858369099,27.6861966236,23.8659793814,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.0200573066,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.4064171123,-1.0,-1.0,38.4598930481,41.2896174863,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.8181452424,23.3435897436,23.2601108602,23.2315270936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.1780104712,-1.0,33.872069201,-1.0,-1.0,46.5271389144,47.7762172285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.9283489097,-1.0
114,ink48 hotel a Kimpton Hotel,-1.0,30.7311320755,34.7072599532,-1.0,-1.0,32.5120772947,-1.0,-1.0,27.6178343949,25.5424528302,26.2529274005,-1.0,-1.0,-1.0,-1.0,-1.0,24.2892156863,25.5555555556,37.0495116201,-1.0,27.6328502415,24.1228070175,45.8008658009,32.99847793,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.2599896212,-1.0,30.3102153725,-1.0,31.7221693625,32.2841530055,25.6916299559,21.2543554007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.7486631016,-1.0,-1.0,-1.0,31.690821256,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.1321321321,32.5333333333,-1.0,33.0993186042,29.2295312814,32.0205128205,31.6156846643,-1.0,29.9346405229,33.2444626743,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.1396415173,-1.0,-1.0,34.6307595203,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.6514285714,27.7318435754,-1.0,-1.0,27.7511961722,-1.0,-1.0,29.4538232373,-1.0,-1.0
115,Courtyard by Marriott New York Manhattan Upper East Side,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.4629794826,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.798206278,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.9010367578,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.6596858639,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.4054982818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.3979057592,-1.0,-1.0,-1.0,-1.0,-1.0,27.1443850267,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.7921947294,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.2162162162,37.0173410405,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.4070351759,25.5809334657,-1.0,-1.0
116,Howard Johnson Bronx Near Stadium,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.9824561404,27.0562770563,-1.0,-1.0,13.288590604,13.3519034355,-1.0,12.4,17.4084091468,14.1097208855,-1.0,13.0158730159,14.1429970617,14.343240652,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.1803278689,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.6500994036,-1.0,-1.0,-1.0,-1.0,13.0333591932,13.4879227053,6.34199134199,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.1410992617,11.5838800375,-1.0,11.6102564103,11.0861423221,12.082111437,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.551271534,12.824120603,-1.0,-1.0,-1.0,-1.0,-1.0,13.5706806283,15.4971428571,16.1165490553,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.985645933,15.7129186603,-1.0,15.7185929648,16.2859980139,17.8193146417,-1.0
117,Embassy Suites Newark Airport,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
